,nome,state,id,area_ha,year
0,Acre,AC,0,69665.87207,2001
1,Acre,AC,0,70699.99448,2002
2,Acre,AC,0,38693.751749999996,2003
3,Acre,AC,0,68600.52023,2004
4,Acre,AC,0,173287.05446,2005
5,Acre,AC,0,41778.22445,2006
6,Acre,AC,0,36537.79603,2007
7,Acre,AC,0,56047.04518,2008
8,Acre,AC,0,36950.644660000005,2009
9,Acre,AC,0,43975.796650000004,2010
10,Acre,AC,0,39958.60825,2011
11,Acre,AC,0,65932.90141,2012
12,Acre,AC,0,53070.48283999999,2013
13,Acre,AC,0,67732.26719,2014
14,Acre,AC,0,53801.80144,2015
15,Acre,AC,0,98023.63591,2016
16,Acre,AC,0,95798.64592,2017
17,Acre,AC,0,93484.38091,2018
18,Acre,AC,0,92935.07781999999,2019
19,Acre,AC,0,99227.18186999997,2020
20,Acre,AC,0,130336.4945,2021
21,Alagoas,AL,1,9121.748479999998,2001
22,Alagoas,AL,1,5500.7413799999995,2002
23,Alagoas,AL,1,9528.9823,2003
24,Alagoas,AL,1,2096.65908,2004
25,Alagoas,AL,1,7024.711299999999,2005
26,Alagoas,AL,1,9890.73027,2006
27,Alagoas,AL,1,5021.96129,2007
28,Alagoas,AL,1,7201.42203,2008
29,Alagoas,AL,1,4578.35878,2009
30,Alagoas,AL,1,8576.56783,2010
31,Alagoas,AL,1,3551.33659,2011
32,Alagoas,AL,1,8157.748169999999,2012
33,Alagoas,AL,1,4446.72643,2013
34,Alagoas,AL,1,4163.84231,2014
35,Alagoas,AL,1,1084.18093,2015
36,Alagoas,AL,1,2445.85391,2016
37,Alagoas,AL,1,4727.52028,2017
38,Alagoas,AL,1,3377.85367,2018
39,Alagoas,AL,1,2404.19324,2019
40,Alagoas,AL,1,3257.8666599999997,2020
41,Alagoas,AL,1,3134.8199699999996,2021
42,Amapá,AP,2,13994.178370000001,2001
43,Amapá,AP,2,13948.658580000001,2002
44,Amapá,AP,2,9818.56766,2003
